"Coarse sand"||"144643998"|"147101467"
"Sand"||"144643998"|"147101468"
"Sand"||"144643999"|"147101466"
"Loamy sand"||"144644000"|"147101469"
"Loamy sand"||"144644001"|"147101307"
"Loamy sand"||"144643995"|"147101470"
"Loamy sand"||"144643996"|"147101604"
"Clay"||"144643780"|"147101615"
|"Bedrock"|"144643783"|"147101173"
"Clay"||"144643781"|"147101174"
"Clay"||"144643782"|"147101172"
