# ----------------------------------------
# SACRD.org v2 - GA4
# Page View Events-Page Views
# 20260101-20260131
# ----------------------------------------

,Segment,Is US Page View,Totals
Page location,Page referrer,Event count,Event count
https://www.sacrd.org/directory/organization/3205?zipcode=78214&lat=29.424738&lng=-98.49177,"https://www.sacrd.org/MentalHealth/?zipcode=78214&lat=29.42364&lng=-98.48647&gp=mainPage&a=569,9,552,587,10,69,102,559,68&gr=140,142,144,146,16,2,9,1,4",28,28
https://www.sacrd.org/directory/program/11222?zipcode=78205&lat=29.42364&lng=-98.48647,,28,28
https://www.sacrd.org/directory/program/15629?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://www.sacrd.org/directory/program/16913?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://www.sacrd.org/directory/program/203?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://www.sacrd.org/directory/program/249?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://www.sacrd.org/directory/program/470?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://www.sacrd.org/directory/program/503?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://www.sacrd.org/directory/program/704?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://www.sacrd.org/directory/subcategory/emergency-shelter,https://www.google.com/,28,28
https://www.sacrd.org/directory/subcategory/housing?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,28,28
https://comalcares.org/portal/housingservices/?zipcode=78130&lat=29.69224&lng=-98.06877,https://comalcares.org/directory/?zipcode=78130&lat=29.69224&lng=-98.06877,27,27
https://sacrd.org/directory/,https://www.bexar.org/,27,27
https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.sa.gov/,27,27
https://sacrd.org/directory/?zipcode=78210&lat=29.42364&lng=-98.48647,,27,27
https://sacrd.org/directory/subcategory/help-pay-for-housing,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,27,27
https://www.sacrd.org/directory/?zipcode=78237&lat=29.42364&lng=-98.48647,,27,27
https://www.sacrd.org/directory/contact-us-to-embed?zipcode=78214&lat=29.42364&lng=-98.48647,https://www.sacrd.org/directory/contact-us-to-embed?zipcode=78214&lat=29.42364&lng=-98.48647,27,27
https://www.sacrd.org/directory/organization/1268?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,27,27
https://www.sacrd.org/directory/organization/1378?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,27,27
https://www.sacrd.org/directory/organization/3651?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,27,27
https://www.sacrd.org/directory/program/10694?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,27,27
https://www.sacrd.org/directory/program/154?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,27,27
https://www.sacrd.org/directory/program/17299?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,27,27
https://www.sacrd.org/directory/program/19463?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,27,27
https://www.sacrd.org/directory/subcategory/help-pay-for-utilities,https://www.google.com/,27,27
https://sacrd.org/directory/?zipcode=78237&lat=29.42364&lng=-98.48647,,26,26
https://sacrd.org/directory/program/13545?zipcode=78205&lat=29.42364&lng=-98.48647,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,26,26
https://www.sacrd.org/directory/organization/1569?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/102?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/10876?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/12165?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/12690?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/14472?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/15016?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/16142?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/914?zipcode=78205&lat=29.42364&lng=-98.48647,,26,26
https://www.sacrd.org/directory/subcategory/food-pantry,https://www.google.com/,26,26
https://www.sacrd.org/directory/subcategory/home-repairs?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,26,26
https://www.comalcares.org/directory/program/8953?zipcode=78130&lat=29.69224&lng=-98.06877,https://www.google.com/,25,25
https://www.sacrd.org/directory/?utm_source=pocket_card&utm_medium=cards&utm_campaign=pocket_card_english&zipcode=78205&lat=29.42364&lng=-98.48647,,25,25
https://www.sacrd.org/directory/organization/1276?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/1456?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/3566?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/5673?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/64?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/6547?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/8662?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,25,25
https://www.sacrd.org/directory/subcategory/help-pay-for-housing?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,25,25
https://www.sacrd.org/directory/subcategory/identification-recovery?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,25,25
https://sacrd.org/directory/program/14948?zipcode=&lat=29.42364&lng=-98.48647,https://sacrd.org/directory/subcategory/help-pay-for-housing?zipcode=&lat=29.42364&lng=-98.48647,24,24
https://sacrd.org/directory/subcategory/help-find-work,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,24,24
https://sacrd.org/es/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,24,24
https://sacrd.org/login,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,24,24
https://sacrd.org/portal/sadigitalconnects/?zipcode=78205&lat=29.42364&lng=-98.48647,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,24,24
https://www.sacrd.org/directory/organization/1276?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.sacrd.org/directory/organization/1276?zipcode=78205&lat=29.424738&lng=-98.49177,24,24
https://www.sacrd.org/directory/organization/1924?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/16012,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/16012,https://www.sacrd.org/directory/program/16012?zipcode=78205&lat=29.42364&lng=-98.48647,24,24
https://www.sacrd.org/directory/program/160?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/1746?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/19008?zipcode=78205&lat=29.42364&lng=-98.48647,,24,24
https://www.sacrd.org/directory/program/350?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/85?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,24,24
https://www.sacrd.org/directory/subcategory/baby-supplies?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,24,24
https://www.sacrd.org/directory/subcategory/help-pay-for-utilities?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,24,24
https://comalcares.org/directory/program/17579?zipcode=78130&lat=29.69224&lng=-98.06877,https://comalcares.org/directory/?zipcode=78130&lat=29.69224&lng=-98.06877,23,23
https://sacrd.org/directory/?zipcode=78216&lat=29.42364&lng=-98.48647,,23,23
https://sacrd.org/directory/?zipcode=78228&lat=29.42364&lng=-98.48647,,23,23
https://sacrd.org/directory/subcategory/food-pantry,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,23,23
https://sacrd.org/directory/subcategory/help-pay-for-utilities?zipcode=78205&lat=29.42364&lng=-98.48647,https://sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,23,23
https://www.sacrd.org/directory/,https://www.sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,23,23
https://www.sacrd.org/directory/organization/1244,https://www.google.com/,23,23
https://www.sacrd.org/directory/organization/1342?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,23,23
https://www.sacrd.org/directory/organization/1494?zipcode=&lat=29.42364&lng=-98.48647,,23,23
https://www.sacrd.org/directory/program/1117?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/11853?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/12818?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/18352?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/5621?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/5730?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/9230?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/9250?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,23,23
https://www.sacrd.org/directory/subcategory/transportation-assistance?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,23,23
https://www.sacrd.org/directory/?zipcode=78214&lat=29.42364&lng=-98.48647,,22,22
https://www.sacrd.org/directory/?zipcode=78251&lat=29.42364&lng=-98.48647,,22,22
https://www.sacrd.org/directory/organization/1569?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/organization/2154?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,22,22
https://www.sacrd.org/directory/organization/290?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/organization/3651?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/1010?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/11315?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/163?zipcode=78205&lat=29.42364&lng=-98.48647,,22,22
https://www.sacrd.org/directory/program/1898,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/20?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/2439?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/458?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/6265?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/666?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/subcategory/food-pantry,https://www.sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,22,22
https://www.sacrd.org/directory/subcategory/help-pay-for-utilities,https://www.sacrd.org/directory/program/7557?zipcode=78205&lat=29.42364&lng=-98.48647,22,22
https://www.sacrd.org/directory/subcategory/showers?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,22,22
https://www.sacrd.org/directory/subcategory/tenants-rights,https://www.sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,22,22
https://www.comalcares.org/directory/program/14093?zipcode=78130&lat=29.69224&lng=-98.06877,https://www.google.com/,21,21
https://www.sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.communitybible.com/,21,21
https://www.sacrd.org/directory/?zipcode=78210&lat=29.42364&lng=-98.48647,,21,21
https://www.sacrd.org/directory/organization/1483?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/organization/1506,https://www.google.com/,21,21
https://www.sacrd.org/directory/organization/1554?zipcode=&lat=29.42364&lng=-98.48647,,21,21
https://www.sacrd.org/directory/organization/2006?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.sacrd.org/directory/organization/2006?zipcode=78205&lat=29.424738&lng=-98.49177,21,21
https://www.sacrd.org/directory/organization/2619?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/11359?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/13273?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/14407?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/14478?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/2518?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/6483?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/7557?zipcode=78205&lat=29.42364&lng=-98.48647,,21,21
https://www.sacrd.org/directory/program/7557?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.sacrd.org/directory/program/7557?zipcode=78205&lat=29.42364&lng=-98.48647,21,21
https://www.sacrd.org/directory/program/8777?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/941?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/subcategory/emergency-shelter?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,21,21
https://www.sacrd.org/directory/subcategory/help-pay-for-housing,https://www.sacrd.org/directory/program/16012?zipcode=78205&lat=29.42364&lng=-98.48647,21,21
https://www.sacrd.org/directory/subcategory/home-repairs?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,21,21
https://www.sacrd.org/directory/subcategory/tenants-rights,https://www.sacrd.org/directory/program/7557?zipcode=78205&lat=29.42364&lng=-98.48647,21,21
https://www.sacrd.org/directory/subcategory/tenants-rights?zipcode=78205&lat=29.424738&lng=-98.49177,,21,21
https://sacrd.org/directory/?zipcode=78212&lat=29.42364&lng=-98.48647,,20,20
https://www.comalcares.org/directory/organization/1895?zipcode=&lat=29.69224&lng=-98.06877,,20,20
https://www.comalcares.org/directory/program/16278?zipcode=78130&lat=29.69224&lng=-98.06877,,20,20
https://www.hillcountryresources.org/directory/organization/4180?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,20,20
https://www.sacrd.org/directory/?zipcode=78242&lat=29.42364&lng=-98.48647,,20,20
https://www.sacrd.org/directory/organization/1335,https://www.sacrd.org/directory/program/1898?zipcode=78205&lat=29.42364&lng=-98.48647,20,20
https://www.sacrd.org/directory/organization/3705?zipcode=&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/11375?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/12147?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/12590?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/13545?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,20,20
https://www.sacrd.org/directory/program/17993?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/2300?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/2525?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/4616?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/465?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/554?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/705?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/9232?zipcode=78205&lat=29.42364&lng=-98.48647,https://www.google.com/,20,20
https://www.sacrd.org/directory/subcategory/addiction-recovery-support-groups?zipcode=78205&lat=29.424738&lng=-98.49177,https://www.google.com/,20,20
https://www.sacrd.org/directory/subcategory/help-find-work?zipcode=78212&lat=29.46447&lng=-98.49222,,20,20
https://www.sacrd.org/directory/subcategory/help-pay-for-utilities,https://www.sacrd.org/directory/?zipcode=78205&lat=29.42364&lng=-98.48647,20,20
