"ProjectCategory","SMPProjectID","CouncilDistrict","ProjectStreet","StreetFrom","StreetTo","ProjectLimits","FiscalYear","Application","Type_","Force","WeightedPCI","PBaseFail","FieldBasePave","PFlatWork","EstTotalCost","ProjectStatus","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","ProjectManager","Contact","Shape_Length","Sealant_App","PCI_Factor","ActStart","ActFinish","ActDuration","START","Oday","Odate","Omonth","Ohour","Oyear","Otime"
"Preservation","18651","10","Peter Baque","Lorenz Rd","W Nottingham Dr","Peter Baque From Lorenz Rd To W Nottingham Dr",2015,"Crack Seal - City","Sealant","City",84,0,0,0,1910.39127882309,"APCode Change",NA,NA,NA,NA,NA,NA,1077.3279710779,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","18662","8","Verbena Rd","Oakland Rd","Southwell Rd","Verbena Rd From Oakland Rd To Southwell Rd",2015,"Fog Seal - City","Sealant","City",70,0,0,0,52741.8580604269,"No Change",NA,NA,NA,NA,NA,NA,4843.72300006388,"Fog Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22012","6","Dove Flight","Lark Crossing","Roundhill","Dove Flight From Lark Crossing To Roundhill",2017,"Fog Seal - City","Sealant","City",85,5,0,0,5287.61205423789,"0",NA,NA,NA,NA,NA,NA,1074.60220957362,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22020","10","Mesquite Smoke","Winding Hill & Smokey Way","Dead End Or Cul De Sac","Mesquite Smoke From Winding Hill & Smokey Way To Dead End Or Cul De Sac",2016,"Fog Seal - City","Sealant","City",79,0,0,0,2032.40581810183,"Base Budget",NA,NA,NA,NA,NA,NA,424.185291380323,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22023","10","Misty Glen","Ross Oak","Dead End Or Cul De Sac","Misty Glen From Ross Oak To Dead End Or Cul De Sac",2017,"Slurry Seal - City","Sealant","City",72,0,0,0,35500.612495895,"Ap Change",NA,NA,NA,NA,NA,NA,3555.81065671221,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22039","1","Angeles Dr","W Ridgewood Ct","Edison Dr","Angeles Dr From W Ridgewood Ct To Edison Dr",2016,"Crack Seal - City","Sealant","City",89,0,0,0,4287.06120442028,"Base Budget",NA,NA,NA,NA,NA,NA,2649.80830522714,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22040","1","Anne Lewis","Grotto Blvd","Veda Mae","Anne Lewis From Grotto Blvd To Veda Mae",2014,"Slurry Seal - City","Sealant","City",75,0,0,0,23347.0650946947,"Defer2013",NA,NA,NA,NA,NA,NA,1195.23556046969,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22041","1","Arroya Vista Dr","Blanco Rd","Green Meadow Blvd","Arroya Vista Dr From Blanco Rd To Green Meadow Blvd",2014,"Fog Seal - City","Sealant","City",79,0,0,0,31763.371625651,"Defer2016",NA,NA,NA,NA,NA,NA,2878.40501194943,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22045","1","Atlanta Ave","E Elmira St","E Laurel & Gillespie","Atlanta Ave From E Elmira St To E Laurel & Gillespie",2014,"Slurry Seal - City","Sealant","City",74,0,0,0,14822.2203494485,"0",NA,NA,NA,NA,NA,NA,875.466461477721,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22046","1","Ave Del Rey","San Pedro Ave","Ave Maria Dr","Ave Del Rey From San Pedro Ave To Ave Maria Dr",2014,"Crack Seal - City","Sealant","City",98,0,0,0,1239.30956768309,"0",NA,NA,NA,NA,NA,NA,974.179443242722,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22047","7","Balcones Heights Rd","Fredericksburg Rd","Danville Dr","Balcones Heights Rd From Fredericksburg Rd To Danville Dr",2014,"Crack Seal - City","Sealant","City",78,0,0,0,1162.62860661036,"0",NA,NA,NA,NA,NA,NA,981.48906891422,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22049","1","Bamburgh Dr","York Dr","Warwich Dr","Bamburgh Dr From York Dr To Warwich Dr",2016,"Crack Seal - City","Sealant","City",86,0,0,0,1444.77919779069,"Defer2014",NA,NA,NA,NA,NA,NA,893.061582168418,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22051","1","Basin","Mccullough Ave","Shannon Lee","Basin From Mccullough Ave To Shannon Lee",2017,"Fog Seal - City","Sealant","City",71,0,0,0,14058.4036992969,"Defer2017",NA,NA,NA,NA,NA,NA,3359.89490725703,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22052","1","Basse","Basse","Mccullough Ave","Basse From Basse To Mccullough Ave",2016,"Crack Seal - City","Sealant","City",65,0,0,0,39418.631240968,"Base Budget",NA,NA,NA,NA,NA,NA,1039.08792301618,"Crack Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22053","1","Basse","Blanco Rd","Olympia","Basse From Blanco Rd To Olympia",2015,"Crack Seal - City","Sealant","City",80,0,0,0,10084.7793913726,"Defer2016",NA,NA,NA,NA,NA,NA,3640.6770858301,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22054","1","Basse","Olympia","West Ave","Basse From Olympia To West Ave",2015,"Crack Seal - City","Sealant","City",58,0,0,0,6090.68757420474,"Defer2016",NA,NA,NA,NA,NA,NA,2175.44965900216,"Crack Seal","D (41-60)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22055","1","Basse","Blanco Rd","Olympia","Basse From Blanco Rd To Olympia",2015,"Crack Seal - City","Sealant","City",85,0,0,0,10111.45603425,"Defer2016",NA,NA,NA,NA,NA,NA,3659.98149259562,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22062","1","Belknap St","W Agarita Ave","W Hildebrand Ave","Belknap St From W Agarita Ave To W Hildebrand Ave",2015,"Crack Seal - City","Sealant","City",82,0,0,0,3882.19857664581,"Defer2013",NA,NA,NA,NA,NA,NA,3199.67108322584,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22089","1","Burwood Ln","Breeden St & Melliff","Blanco Rd","Burwood Ln From Breeden St & Melliff To Blanco Rd",2014,"Crack Seal - City","Sealant","City",86,0,0,0,2335.97478648358,"0",NA,NA,NA,NA,NA,NA,1972.14260290595,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22091","1","Camargo","S Presa St","Barrera","Camargo From S Presa St To Barrera",2014,"Fog Seal - City","Sealant","City",83,0,0,0,15747.1812588566,"0",NA,NA,NA,NA,NA,NA,1374.17649757834,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22092","1","Camaron","N Santa Rosa","W Commerce St","Camaron From N Santa Rosa To W Commerce St",2016,"Crack Seal - City","Sealant","City",76,0,0,0,3857.18300575699,"Base Budget",NA,NA,NA,NA,NA,NA,2382.97800688599,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22095","1","Canal","Callaghan Ave","Leigh St","Canal From Callaghan Ave To Leigh St",2014,"Crack Seal - City","Sealant","City",98,0,0,0,232.279719192288,"No Change",NA,NA,NA,NA,NA,NA,212.532369992994,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22096","1","Canal","Camargo","Callaghan Ave","Canal From Camargo To Callaghan Ave",2014,"Fog Seal - City","Sealant","City",92,0,0,0,3876.3071582473,"No Change",NA,NA,NA,NA,NA,NA,380.602048198375,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22101","1","Cliffwood Dr","Neer Ave","West Ave","Cliffwood Dr From Neer Ave To West Ave",2015,"Fog Seal - City","Sealant","City",76,0,0,0,21081.0206264714,"Defer2014",NA,NA,NA,NA,NA,NA,1861.50220589734,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22106","1","Colonial","Santa Barbara","Edison Dr","Colonial From Santa Barbara To Edison Dr",2016,"Crack Seal - City","Sealant","City",90,0,0,0,2864.52098489403,"Base Budget",NA,NA,NA,NA,NA,NA,1770.56268715276,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22107","1","Constance","Crofton","E Guenther St","Constance From Crofton To E Guenther St",2014,"Crack Seal - City","Sealant","City",94,0,0,0,480.038503271993,"Defer2013",NA,NA,NA,NA,NA,NA,405.178971961453,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22108","1","Crofton","E Guenther St","Constance","Crofton From E Guenther St To Constance",2014,"Crack Seal - City","Sealant","City",100,0,0,0,1108.04497159941,"Defer2013",NA,NA,NA,NA,NA,NA,935.529071447833,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22111","1","Devine St","S Presa St","Labor","Devine St From S Presa St To Labor",2014,"Fog Seal - City","Sealant","City",81,0,0,0,17532.9803205416,"No Change",NA,NA,NA,NA,NA,NA,1343.20550557434,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22114","1","Dubies Dr","Dipper","Jackson-keller Rd","Dubies Dr From Dipper To Jackson-keller Rd",2014,"Slurry Seal - City","Sealant","City",74,0,0,0,12929.7368241942,"Defer2013",NA,NA,NA,NA,NA,NA,661.954926556302,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22117","1","E Dewey Place","W Dewey Place & N Main Ave","N St Mary's","E Dewey Place From W Dewey Place & N Main Ave To N St Mary's",2014,"Crack Seal - City","Sealant","City",94,0,0,0,2862.51548528447,"Defer2015",NA,NA,NA,NA,NA,NA,2416.61301288849,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22118","1","E Guenther St","S Alamo St","Barbe St","E Guenther St From S Alamo St To Barbe St",2014,"Crack Seal - City","Sealant","City",98,0,0,0,2272.17992944836,"Defer2013",NA,NA,NA,NA,NA,NA,1918.45574076114,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22119","1","E Josephine St","W Josephine St","Avenue B","E Josephine St From W Josephine St To Avenue B",2014,"Crack Seal - City","Sealant","City",73,0,0,0,2435.13225770556,"No Change",NA,NA,NA,NA,NA,NA,1336.53322895577,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22120","1","E Kings Hwy","Mccullough Ave","Shook Ave","E Kings Hwy From Mccullough Ave To Shook Ave",2015,"Fog Seal - City","Sealant","City",66,0,0,0,17338.4273094817,"Defer2016",NA,NA,NA,NA,NA,NA,1531.02667179882,"Fog Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22121","1","E Magnolia Ave","W Magnolia Ave & N Main Ave","Mccullough Ave","E Magnolia Ave From W Magnolia Ave & N Main Ave To Mccullough Ave",2015,"Fog Seal - City","Sealant","City",74,0,0,0,7740.35716709316,"Defer2016",NA,NA,NA,NA,NA,NA,691.300448036527,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22125","1","E Rampart","Mccullough Ave","Republic Dr","E Rampart From Mccullough Ave To Republic Dr",2016,"Crack Seal - City","Sealant","City",97,0,0,0,4944.78761968002,"Base Budget",NA,NA,NA,NA,NA,NA,2649.17861599416,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22126","1","E Rector","Republic Dr","US HWY 281 N Access","E Rector From Republic Dr To US HWY 281 N Access",2016,"Fog Seal - City","Sealant","City",87,0,0,0,10898.151724724,"Defer2015",NA,NA,NA,NA,NA,NA,1708.76943418225,"Fog Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22128","1","Eager","Devine St","Sadie St","Eager From Devine St To Sadie St",2014,"Crack Seal - City","Sealant","City",88,0,0,0,365.945527469809,"No Change",NA,NA,NA,NA,NA,NA,334.849785142342,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22129","1","Eager","Callaghan Ave","Devine St","Eager From Callaghan Ave To Devine St",2014,"Slurry Seal - City","Sealant","City",71,0,0,0,9136.47884880418,"No Change",NA,NA,NA,NA,NA,NA,584.67518090001,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22133","1","Errol","Millwood Ln","Chulie","Errol From Millwood Ln To Chulie",2016,"Fog Seal - City","Sealant","City",67,0,0,0,5940.06101797739,"Base Budget",NA,NA,NA,NA,NA,NA,1164.15921780105,"Fog Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22134","1","Excelsior","San Francisco","W Olmos Dr","Excelsior From San Francisco To W Olmos Dr",2016,"Crack Seal - City","Sealant","City",87,0,0,0,2862.11500730873,"Base Budget",NA,NA,NA,NA,NA,NA,1769.14566781272,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22135","1","Excelsior","Fresno","Vereda","Excelsior From Fresno To Vereda",2016,"Crack Seal - City","Sealant","City",89,0,0,0,861.047853916675,"Base Budget",NA,NA,NA,NA,NA,NA,532.145385721693,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22145","1","Grant Ave","Fresno","W Hermosa","Grant Ave From Fresno To W Hermosa",2015,"Crack Seal - City","Sealant","City",83,0,0,0,2037.87220626908,"Defer2013",NA,NA,NA,NA,NA,NA,1679.51303413665,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22146","1","Grant Ave","W Hermosa","Basse","Grant Ave From W Hermosa To Basse",2015,"Crack Seal - City","Sealant","City",86,0,0,0,4562.06487171735,"Defer2013",NA,NA,NA,NA,NA,NA,3759.89477090066,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22152","1","Haby","Blanco Rd","Dead End East","Haby From Blanco Rd To Dead End Or Cul De Sac",2014,"Fog Seal - City","Sealant","City",85,0,0,0,19768.2246304405,"0",NA,NA,NA,NA,NA,NA,1424.25434737143,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22154","1","Howard St","W Craig Place","W Rosewood Ave","Howard St From W Craig Place To W Rosewood Ave",2015,"Crack Seal - City","Sealant","City",80,0,0,0,5778.42716068658,"Defer2016",NA,NA,NA,NA,NA,NA,4762.52450733273,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22160","1","Labor","Sadie St","Florida","Labor From Sadie St To Florida",2014,"Crack Seal - City","Sealant","City",96,0,0,0,678.759196382331,"No Change",NA,NA,NA,NA,NA,NA,573.123280926717,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22161","1","Langton","Thames Dr","Blanco Rd","Langton From Thames Dr To Blanco Rd",2015,"Fog Seal - City","Sealant","City",73,0,0,0,13730.2125301756,"Defer2014",NA,NA,NA,NA,NA,NA,1212.37354719745,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22162","1","Langton","San Pedro Ave","Thames Dr","Langton From San Pedro Ave To Thames Dr",2016,"Fog Seal - City","Sealant","City",79,0,0,0,5851.1626647198,"Base Budget",NA,NA,NA,NA,NA,NA,1413.65233243273,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22166","1","Lee Hall","Neer Ave","West Ave","Lee Hall From Neer Ave To West Ave",2016,"Crack Seal - City","Sealant","City",92,0,0,0,2669.0315396214,"Base Budget",NA,NA,NA,NA,NA,NA,1650.01246894925,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22172","1","Lombrano","N Sabinas","Service","Lombrano From N Sabinas To Service",2017,"Slurry Seal - City","Sealant","City",41,0,0,0,25999.2145363911,"0",NA,NA,NA,NA,NA,NA,2557.11069860756,"Slurry Seal","D (41-60)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22177","1","Melba Dr","Oblate","Mountaintop Blvd","Melba Dr From Oblate To Mountaintop Blvd",2014,"Slurry Seal - City","Sealant","City",80,0,0,0,12007.1783867118,"AP Change to from 25 to 27",NA,NA,NA,NA,NA,NA,709.222518997795,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22189","1","Mike","Springwood Ln","Sandalwood","Mike From Springwood Ln To Sandalwood",2014,"Crack Seal - City","Sealant","City",92,0,0,0,364.926156553867,"0",NA,NA,NA,NA,NA,NA,308.043960956664,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22193","1","Mountaintop Blvd","Linda Dr","Barbara","Mountaintop Blvd From Linda Dr To Barbara",2014,"Crack Seal - City","Sealant","City",100,0,0,0,1735.03519950127,"0",NA,NA,NA,NA,NA,NA,1464.778053912,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22194","1","Mt Sacred Heart Rd","Madonna","Blanco Rd","Mt Sacred Heart Rd From Madonna To Blanco Rd",2017,"Crack Seal - City","Sealant","City",91,0,0,0,2524.3015433238,"Base Budget",NA,NA,NA,NA,NA,NA,1713.30911543624,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22195","1","Muriel","Vereda","Gardina St","Muriel From Vereda To Gardina St",2016,"Fog Seal - City","Sealant","City",79,0,0,0,7408.74693389592,"Base Budget",NA,NA,NA,NA,NA,NA,1563.78440947082,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22206","1","N Main Ave","Ih 35 N","E Cypress & W Cypress","N Main Ave From Ih 35 N To E Cypress & W Cypress",2014,"Crack Seal - City","Sealant","City",83,0,0,0,3683.1255397826,"Defer2015",NA,NA,NA,NA,NA,NA,1671.29433696846,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22214","1","N Sabinas","Ruiz St","Delgado St","N Sabinas From Ruiz St To Delgado St",2017,"Crack Seal - City","Sealant","City",69,0,0,0,1160.6290312876,"Defer2014",NA,NA,NA,NA,NA,NA,787.692785317934,"Crack Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22223","1","Neer Ave","W Hollywood Ave","W Hildebrand Ave","Neer Ave From W Hollywood Ave To W Hildebrand Ave",2014,"Crack Seal - City","Sealant","City",98,0,0,0,668.687629787698,"Defer2013",NA,NA,NA,NA,NA,NA,564.519750767311,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22230","1","Perez St","N Brazos St","Dead End Or Cul De Sac","Perez St From N Brazos St To Dead End Or Cul De Sac",2015,"Crack Seal - City","Sealant","City",86,0,0,0,1850.13999464814,"Defer2013",NA,NA,NA,NA,NA,NA,1524.80752239833,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22231","1","Perez St","N Calaveras","Dead End Or Cul De Sac","Perez St From N Calaveras To Dead End Or Cul De Sac",2015,"Crack Seal - City","Sealant","City",84,0,0,0,2024.57556790876,"Defer2013",NA,NA,NA,NA,NA,NA,1668.56066858105,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22240","1","Reina Dr","Santa Barbara","Edison Dr","Reina Dr From Santa Barbara To Edison Dr",2016,"Crack Seal - City","Sealant","City",90,0,0,0,2857.96332206043,"Base Budget",NA,NA,NA,NA,NA,NA,1766.61653685659,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22243","1","Riddle","Devine St","Vance St","Riddle From Devine St To Vance St",2014,"Fog Seal - City","Sealant","City",77,0,0,0,9024.83273625707,"No Change",NA,NA,NA,NA,NA,NA,817.79595877564,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22251","1","Sacramento","West Ave","Fredericksburg Rd","Sacramento From West Ave To Fredericksburg Rd",2016,"Crack Seal - City","Sealant","City",91,0,0,0,3543.47573406861,"Base Budget",NA,NA,NA,NA,NA,NA,2190.36782154086,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22252","1","Sacramento","Ih 10 W Access Rd","Dead End East","Sacramento From Ih 10 W Access Rd To Dead End Or Cul De Sac",2016,"Slurry Seal - City","Sealant","City",74,0,0,0,4992.7389063308,"Base Budget",NA,NA,NA,NA,NA,NA,657.031984641101,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22262","1","Savannah","Wonder Pkwy","Vance Jackson","Savannah From Wonder Pkwy To Vance Jackson",2014,"Crack Seal - City","Sealant","City",91,0,0,0,1225.16539923762,"0",NA,NA,NA,NA,NA,NA,1034.35557115454,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22263","1","Savannah","Saxon","Wonder Pkwy","Savannah From Saxon To Wonder Pkwy",2014,"Crack Seal - City","Sealant","City",99,0,0,0,1167.13528196237,"0",NA,NA,NA,NA,NA,NA,985.423762542712,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22266","1","Senova Dr","Mccullough Ave","Republic Dr","Senova Dr From Mccullough Ave To Republic Dr",2016,"Slurry Seal - City","Sealant","City",47,0,0,0,22704.2802896303,"Defer2015",NA,NA,NA,NA,NA,NA,2589.86230131593,"Slurry Seal","D (41-60)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22267","1","Seward Ave","Vereda","Gardina St","Seward Ave From Vereda To Gardina St",2016,"Fog Seal - City","Sealant","City",78,0,0,0,7413.94374031193,"Base Budget",NA,NA,NA,NA,NA,NA,1564.77201498169,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22271","1","Shearer Hills","Jackson-keller Rd","Veda Mae & Ave Maria Dr","Shearer Hills From Jackson-keller Rd To Veda Mae & Ave Maria Dr",2014,"Crack Seal - City","Sealant","City",98,0,0,0,1248.87081062623,"Defer2013",NA,NA,NA,NA,NA,NA,913.931598223953,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22272","1","Shearer Hills","Veda Mae","Oblate","Shearer Hills From Veda Mae To Oblate",2014,"Crack Seal - City","Sealant","City",97,0,0,0,1508.06350857329,"Defer2013",NA,NA,NA,NA,NA,NA,1103.50403155182,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22274","1","Stockton Dr","Mccullough Ave","Republic Dr","Stockton Dr From Mccullough Ave To Republic Dr",2017,"Crack Seal - City","Sealant","City",71,0,0,0,3660.68422225928,"Defer2017",NA,NA,NA,NA,NA,NA,2484.58755432882,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22278","1","Susan Carrol","Grotto Blvd","Shearer Hills","Susan Carrol From Grotto Blvd To Shearer Hills",2014,"Slurry Seal - City","Sealant","City",57,0,0,0,6788.74577839485,"Defer2013",NA,NA,NA,NA,NA,NA,347.50253742973,"Slurry Seal","D (41-60)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22279","1","Tanglewood","Oblate","Maplewood Ln","Tanglewood From Oblate To Maplewood Ln",2017,"Fog Seal - City","Sealant","City",76,0,0,0,5206.40854682259,"0",NA,NA,NA,NA,NA,NA,1242.76989874489,"Fog Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22294","1","Vance St","S Presa St","Labor","Vance St From S Presa St To Labor",2014,"Slurry Seal - City","Sealant","City",70,0,0,0,13369.046223333,"No Change",NA,NA,NA,NA,NA,NA,855.67439479408,"Slurry Seal","C (61-70)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22295","1","Veda Mae","Grotto Blvd","Shearer Hills & Ave Maria Dr","Veda Mae From Grotto Blvd To Shearer Hills & Ave Maria Dr",2014,"Slurry Seal - City","Sealant","City",74,0,0,0,13739.9690234737,"Defer2013",NA,NA,NA,NA,NA,NA,703.213038982049,"Slurry Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22297","1","Vereda","Seward Ave","Vance Jackson","Vereda From Seward Ave To Vance Jackson",2016,"Crack Seal - City","Sealant","City",91,0,0,0,1529.31297577647,"Base Budget",NA,NA,NA,NA,NA,NA,945.260463763561,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22298","1","Vereda","West Ave","Rodena","Vereda From West Ave To Rodena",2016,"Crack Seal - City","Sealant","City",88,0,0,0,3032.33556380776,"Base Budget",NA,NA,NA,NA,NA,NA,1891.31956582247,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22300","1","W Cevallos","S Flores St","Ih 35 S Access Rd","W Cevallos From S Flores St To Ih 35 S Access Rd",2014,"Crack Seal - City","Sealant","City",82,0,0,0,1237.6351549802,"Defer2015",NA,NA,NA,NA,NA,NA,2103.44467381745,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22306","1","W Josephine St","E Josephine St","N St Mary's","W Josephine St From E Josephine St To N St Mary's",2014,"Crack Seal - City","Sealant","City",84,0,0,0,2251.34764041072,"No Change",NA,NA,NA,NA,NA,NA,1900.88762522106,"Crack Seal","B (71-85)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
"Preservation","22307","1","W Lullwood Ave","Neer Ave","Brad","W Lullwood Ave From Neer Ave To Brad",2014,"Crack Seal - City","Sealant","City",99,0,0,0,1653.62732212615,"Defer2013",NA,NA,NA,NA,NA,NA,1396.25660991835,"Crack Seal","A (86-100)",NA,NA,NA,NA,NA,NA,NA,NA,"20NA",NA
